timestamp,percentage,depth,notional
2026-03-27 00:12:30,-1.00,59.65200000,4097853.01640000
2026-03-27 00:12:30,-0.20,6.02000000,414594.39310000
2026-03-27 00:12:30,0.20,6.86600000,473986.28760000
2026-03-27 00:12:30,1.00,57.36900000,3970904.61800000
2026-03-27 00:12:30,2.00,66.45600000,4606518.00120000
2026-03-27 00:12:30,3.00,76.71000000,5332141.34900000
2026-03-27 00:12:30,4.00,79.16800000,5507252.86470000
2026-03-27 00:12:30,5.00,79.74500000,5548844.94160000
2026-03-27 00:13:00,-5.00,89.89600000,6136991.22900000
2026-03-27 00:13:00,-4.00,89.25800000,6095027.26840000
2026-03-27 00:13:00,-3.00,84.92000000,5806014.88760000
2026-03-27 00:13:00,-2.00,72.12800000,4945559.10010000
2026-03-27 00:13:00,-1.00,62.61900000,4300325.73240000
2026-03-27 00:13:00,-0.20,6.98300000,480957.59980000
2026-03-27 00:13:00,0.20,6.96300000,480750.27700000
2026-03-27 00:13:00,1.00,58.02900000,4016136.50970000
2026-03-27 00:13:00,2.00,67.11600000,4651749.89290000
2026-03-27 00:13:00,3.00,76.69200000,5329447.30790000
2026-03-27 00:13:00,4.00,79.83700000,5553362.33920000
2026-03-27 00:13:00,5.00,80.41400000,5594954.41610000
2026-03-27 00:13:32,-5.00,88.65100000,6050683.18930000
2026-03-27 00:13:32,-4.00,88.01700000,6009017.94410000
2026-03-27 00:13:32,-3.00,83.62500000,5716431.84750000
2026-03-27 00:13:32,-2.00,71.06900000,4871932.25500000
2026-03-27 00:13:32,-1.00,61.41600000,4217070.32170000
2026-03-27 00:13:32,-0.20,7.35500000,506389.05840000
2026-03-27 00:13:32,0.20,5.99100000,413486.22210000
2026-03-27 00:13:32,1.00,60.53300000,4189008.60880000
2026-03-27 00:13:32,2.00,69.62000000,4824601.22880000
2026-03-27 00:13:32,3.00,77.28700000,5366743.15700000
2026-03-27 00:13:32,4.00,82.33600000,5725848.65630000
2026-03-27 00:13:32,5.00,82.91900000,5767870.93320000
2026-03-27 00:14:00,-5.00,69.38100000,4727617.32090000
2026-03-27 00:14:00,-4.00,68.74300000,4685653.36030000
2026-03-27 00:14:00,-3.00,64.40500000,4396640.97950000
2026-03-27 00:14:00,-2.00,51.37800000,3520316.05830000
2026-03-27 00:14:00,-1.00,42.10300000,2890986.95550000
2026-03-27 00:14:00,-0.20,6.04200000,416186.13900000
2026-03-27 00:14:00,0.20,6.83500000,471890.90600000
2026-03-27 00:14:00,1.00,40.62300000,2811020.30150000
2026-03-27 00:14:00,2.00,49.93600000,3462460.51270000
2026-03-27 00:14:00,3.00,59.28600000,4124257.87060000
2026-03-27 00:14:00,4.00,62.43100000,4348169.51670000
2026-03-27 00:14:00,5.00,63.00800000,4389761.59360000
2026-03-27 00:14:30,-5.00,89.38400000,6102460.51100000
2026-03-27 00:14:30,-4.00,88.69900000,6057382.41880000
2026-03-27 00:14:30,-3.00,83.69300000,5723650.00480000
2026-03-27 00:14:30,-2.00,71.14600000,4879267.94230000
2026-03-27 00:14:30,-1.00,62.11000000,4266093.50100000
2026-03-27 00:14:30,-0.20,6.70600000,462035.22420000
2026-03-27 00:14:30,0.20,7.24600000,500410.56490000
2026-03-27 00:14:30,1.00,59.39200000,4110870.67640000
2026-03-27 00:14:30,2.00,68.93100000,4778189.25090000
2026-03-27 00:14:30,3.00,78.74200000,5472887.89870000
2026-03-27 00:14:30,4.00,81.20000000,5647999.41440000
2026-03-27 00:14:30,5.00,81.78100000,5689881.09130000
2026-03-27 00:15:04,-5.00,89.05900000,6079574.66270000
2026-03-27 00:15:04,-4.00,88.37000000,6034234.50210000
2026-03-27 00:15:04,-3.00,84.08300000,5748598.32130000
2026-03-27 00:15:04,-2.00,70.81500000,4855997.53010000
2026-03-27 00:15:04,-1.00,61.78000000,4242889.58210000
2026-03-27 00:15:04,-0.20,8.04300000,553956.19300000
2026-03-27 00:15:04,0.20,7.73100000,533744.36810000
2026-03-27 00:15:04,1.00,59.96200000,4149769.57570000
2026-03-27 00:15:04,2.00,69.50100000,4817082.79840000
2026-03-27 00:15:04,3.00,78.63900000,5463961.03110000
2026-03-27 00:15:04,4.00,81.77100000,5686949.05840000
2026-03-27 00:15:04,5.00,82.35200000,5728830.73530000
2026-03-27 00:15:39,-5.00,89.11600000,6082789.68560000
2026-03-27 00:15:39,-4.00,88.48200000,6041124.44040000
2026-03-27 00:15:39,-3.00,84.09000000,5748538.34380000
2026-03-27 00:15:39,-2.00,71.53400000,4904044.91330000
2026-03-27 00:15:39,-1.00,61.88000000,4249174.88800000
2026-03-27 00:15:39,-0.20,9.82200000,676198.17590000
2026-03-27 00:15:39,0.20,5.62600000,388306.03760000
